player_id,player_name,position,total_goals,matches_played,goals_per_game
477778,Simon ADINGRA,Forward,0.0,1.0,0.0
477790,Mohamed AMOURA,Forward,0.0,1.0,0.0
477795,Fares CHAIBI,Midfielder,0.0,4.0,0.0
477827,DEROY DUARTE,Midfielder,1.0,4.0,0.25
477835,Simon BANZA,Forward,0.0,2.0,0.0
477849,HELIO VARELA,Midfielder,1.0,3.0,0.3333333333333333
477852,KEVIN PINA,Midfielder,1.0,4.0,0.25
477855,JOAO PAULO,Midfielder,0.0,2.0,0.0
477856,JOVANE CABRAL,Midfielder,0.0,2.0,0.0
477859,Fiston MAYELE,Forward,1.0,2.0,0.5
477862,GILSON BENCHIMOL,Forward,0.0,2.0,0.0
478364,Justin KLUIVERT,Midfielder,0.0,2.0,0.0
479080,Oston URUNOV,Midfielder,0.0,2.0,0.0
479086,Azizjon GANIEV,Midfielder,0.0,2.0,0.0
479106,Akmal MOZGOVOY,Midfielder,0.0,3.0,0.0
479294,Kaishu SANO,Midfielder,1.0,3.0,0.3333333333333333
479389,MOHANNAD ABUTAHA,Midfielder,0.0,3.0,0.0
479781,Mohamed HADJ MAHMOUD,Midfielder,0.0,2.0,0.0
480966,LAROS DUARTE,Midfielder,0.0,4.0,0.0
481027,Louicius DEEDSON,Forward,0.0,3.0,0.0
481180,Shahriyar MOGHANLOO,Forward,0.0,3.0,0.0
481220,Azizbek AMONOV,Forward,0.0,1.0,0.0
481242,Iqraam RAYNERS,Forward,0.0,4.0,0.0
481610,Elliot ANDERSON,Midfielder,0.0,8.0,0.0
482670,Mohammad GHORBANI,Midfielder,0.0,1.0,0.0
482774,Martin BATURINA,Midfielder,1.0,4.0,0.25
482782,DAILON LIVRAMENTO,Forward,0.0,3.0,0.0
482874,Anis HADJ MOUSSA,Forward,0.0,3.0,0.0
482885,Elias SAAD,Forward,0.0,2.0,0.0
482931,Marco PASALIC,Forward,0.0,3.0,0.0
482974,Ivan BASIC,Midfielder,0.0,3.0,0.0
482984,Haris TABAKOVIC,Forward,0.0,1.0,0.0
483161,MOSTAFA ZICO,Midfielder,2.0,5.0,0.4
483183,MAHMOUD SABER,Midfielder,1.0,2.0,0.5
483327,Viktor GYOKERES,Forward,1.0,4.0,0.25
483442,Patrick BERG,Midfielder,0.0,6.0,0.0
483448,Antonio NUSA,Forward,1.0,6.0,0.16666666666666666
483496,Julian RYERSON,Forward,0.0,4.0,0.0
483497,Fredrik AURSNES,Midfielder,0.0,6.0,0.0
483526,Tijjani REIJNDERS,Midfielder,0.0,3.0,0.0
483549,Warren ZAIRE-EMERY,Midfielder,0.0,2.0,0.0
483961,Tomas CHORY,Forward,0.0,2.0,0.0
483966,Benjamin TAHIROVIC,Midfielder,0.0,4.0,0.0
484003,Mojmir CHYTIL,Forward,0.0,1.0,0.0
484011,Lukas PROVOD,Midfielder,0.0,3.0,0.0
484045,Lawrence SHANKLAND,Forward,0.0,2.0,0.0
484051,Kenny McLEAN,Midfielder,0.0,3.0,0.0
484087,Arda GULER,Forward,1.0,3.0,0.3333333333333333
484092,Ismail YUKSEK,Midfielder,0.0,2.0,0.0
484112,Kenan YILDIZ,Forward,0.0,3.0,0.0
484139,Baris Alper YILMAZ,Forward,1.0,3.0,0.3333333333333333
484141,JOAO NEVES,Midfielder,1.0,5.0,0.2
484262,MARKO FARJI,Forward,0.0,2.0,0.0
484270,ZAID ISMAEL,Midfielder,0.0,2.0,0.0
484320,Lamine YAMAL,Forward,1.0,8.0,0.125
484698,Assane DIAO,Forward,0.0,1.0,0.0
484848,Pascal GROSS,Midfielder,0.0,1.0,0.0
484849,Aleksandar PAVLOVIC,Midfielder,0.0,4.0,0.0
484850,Maximilian BEIER,Forward,0.0,1.0,0.0
484851,Deniz UNDAV,Forward,3.0,4.0,0.75
484859,Quinten TIMBER,Midfielder,0.0,2.0,0.0
484860,Bradley BARCOLA,Forward,3.0,8.0,0.375
485063,Samed BAZDAR,Forward,0.0,1.0,0.0
485066,Petar SUCIC,Midfielder,1.0,4.0,0.25
485068,Igor MATANOVIC,Forward,0.0,3.0,0.0
485069,EDERSON SILVA,Midfielder,0.0,2.0,0.0
485081,FRANCISCO CONCEICAO,Forward,0.0,4.0,0.0
485131,Ben GANNON-DOAK,Forward,0.0,3.0,0.0
485347,Tahith CHONG,Midfielder,0.0,3.0,0.0
485503,Yuito SUZUKI,Midfielder,0.0,1.0,0.0
485595,Giuliano SIMEONE,Forward,0.0,3.0,0.0
485655,Michael OLISE,Forward,0.0,8.0,0.0
485664,Ruben PROVIDENCE,Forward,0.0,3.0,0.0
485666,Maghnes AKLIOUCHE,Midfielder,0.0,1.0,0.0
485675,Evann GUESSAND,Forward,0.0,2.0,0.0
485676,Lenny JOSEPH,Forward,0.0,3.0,0.0
485677,Manu KONE,Midfielder,0.0,5.0,0.0
485740,Neil EL AYNAOUI,Midfielder,0.0,6.0,0.0
485760,Ayyoub BOUADDI,Midfielder,0.0,5.0,0.0
485802,Alex ARCE,Forward,0.0,2.0,0.0
485804,Gustavo CABALLERO,Midfielder,0.0,2.0,0.0
486074,Can UZUN,Forward,0.0,2.0,0.0
486076,Oguz AYDIN,Forward,0.0,1.0,0.0
486081,Lukas CERV,Midfielder,0.0,2.0,0.0
486082,Pavel SULC,Forward,0.0,3.0,0.0
486130,Habib DIARRA,Midfielder,2.0,3.0,0.6666666666666666
486147,Noah SADIKI,Midfielder,0.0,4.0,0.0
486161,Relebohile MOFOKENG,Forward,0.0,3.0,0.0
486213,Brandon THOMAS-ASANTE,Forward,0.0,2.0,0.0
486306,Nestory IRANKUNDA,Forward,1.0,4.0,0.25
486929,Tani OLUWASEYI,Forward,0.0,5.0,0.0
489417,Isidro PITTA,Forward,0.0,1.0,0.0
489518,Crysencio SUMMERVILLE,Forward,2.0,4.0,0.5
489523,Armin GIGOVIC,Midfielder,0.0,2.0,0.0
489688,Yasin AYARI,Midfielder,2.0,4.0,0.5
489689,Lucas BERGVALL,Midfielder,0.0,4.0,0.0
489691,Gustaf NILSSON,Forward,0.0,1.0,0.0
489732,Noni MADUEKE,Forward,0.0,5.0,0.0
491166,Nishan VELUPILLAY,Forward,0.0,2.0,0.0
491167,AMER JAMOUS,Midfielder,0.0,1.0,0.0
491218,Jamie LEWELING,Midfielder,0.0,1.0,0.0
492189,Andres GOMEZ,Forward,0.0,1.0,0.0
492315,LEE Gihyuk,Midfielder,0.0,3.0,0.0
492363,Felix NMECHA,Midfielder,1.0,4.0,0.25
492716,Morgan ROGERS,Midfielder,0.0,7.0,0.0
493970,Promise DAVID,Forward,1.0,4.0,0.25
493983,AIMAR SHER,Midfielder,0.0,1.0,0.0
494025,Matias FERNANDEZ-PARDO,Forward,0.0,3.0,0.0
494248,Thalente MBATHA,Midfielder,0.0,4.0,0.0
494291,Ibrahim MAZA,Midfielder,0.0,4.0,0.0
494293,Chemsdine TALBI,Midfielder,0.0,5.0,0.0
494313,YANNICK SEMEDO,Midfielder,0.0,2.0,0.0
494314,TELMO ARCANJO,Midfielder,0.0,2.0,0.0
494374,Hazem MASTOURI,Forward,1.0,1.0,1.0
494375,Firas CHAOUAT,Forward,0.0,3.0,0.0
494458,Ngalayel MUKAU,Midfielder,0.0,4.0,0.0
494626,Andreas SCHJELDERUP,Midfielder,1.0,6.0,0.16666666666666666
494627,Thelo AASGAARD,Midfielder,1.0,1.0,1.0
494640,Amar MEMIC,Midfielder,0.0,4.0,0.0
494800,SULTAN MANDASH,Forward,0.0,1.0,0.0
494989,Livano COMENENCIA,Midfielder,1.0,3.0,0.3333333333333333
495046,MAURICIO,Midfielder,1.0,4.0,0.25
495054,Jose Manuel LOPEZ,Forward,0.0,2.0,0.0
495347,Deniz GUL,Forward,0.0,2.0,0.0
495349,Nicolas RASKIN,Midfielder,0.0,6.0,0.0
495488,HAMZA ABDELKARIM,Forward,0.0,4.0,0.0
496358,Ibrahim MBAYE,Forward,1.0,4.0,0.25
497902,Diego MOREIRA,Midfielder,0.0,1.0,0.0
498416,Nick WOLTEMADE,Forward,0.0,1.0,0.0
498421,Paul OKON-ENGSTLER,Midfielder,0.0,4.0,0.0
498458,MOHAMED MANAI,Forward,0.0,3.0,0.0
498514,ALI AZAIZEH,Forward,0.0,3.0,0.0
498806,Mohamed TOURE,Forward,0.0,3.0,0.0
499912,Sebastian BERHALTER,Midfielder,1.0,5.0,0.2
500037,Gilberto MORA,Midfielder,0.0,4.0,0.0
502727,Johan MANZAMBI,Midfielder,3.0,4.0,0.75
502946,Benjamin NYGREN,Midfielder,0.0,4.0,0.0
503047,Besfort ZENELI,Midfielder,0.0,2.0,0.0
504193,Tshepang MOREMI,Forward,0.0,2.0,0.0
504502,Sebastian TOUNEKTI,Midfielder,0.0,3.0,0.0
504990,Kerim ALAJBEGOVIC,Forward,1.0,4.0,0.25
505097,Samir EL MOURABET,Midfielder,0.0,5.0,0.0
505112,Gessime YASSINE,Midfielder,1.0,3.0,0.3333333333333333
506038,Kamogelo SEBELEBELE,Forward,0.0,1.0,0.0
506069,KEVIN YAKOB,Midfielder,0.0,1.0,0.0
506202,Bazoumana TOURE,Forward,0.0,3.0,0.0
506279,Caleb YIRENKYI,Midfielder,1.0,4.0,0.25
506473,Tyrese NOSLIN,Forward,0.0,1.0,0.0
506483,Yassin FORTUNE,Forward,0.0,1.0,0.0
507253,Kwasi SIBO,Midfielder,0.0,4.0,0.0
510757,Josue CASIMIR,Forward,0.0,3.0,0.0
510922,Yan DIOMANDE,Forward,0.0,4.0,0.0
510989,Brian CIPENGA,Forward,1.0,2.0,0.5
511875,ODEH FAKHOURY,Forward,0.0,3.0,0.0
512132,Adil BOULBINA,Forward,0.0,2.0,0.0
514202,Taha ALI,Forward,0.0,2.0,0.0
514208,Christ Inao OULAI,Midfielder,0.0,4.0,0.0
514336,Armando GONZALEZ,Forward,0.0,1.0,0.0
514401,Prince ADU,Forward,0.0,3.0,0.0
518200,Tete YENGI,Forward,0.0,2.0,0.0
519836,IGOR THIAGO,Forward,0.0,1.0,0.0
519954,Jovo LUKIC,Forward,1.0,2.0,0.5
519985,Denis VISINSKY,Forward,0.0,1.0,0.0
520036,Paul WANNER,Midfielder,0.0,4.0,0.0
520071,Nadhir BENBOUALI,Forward,1.0,1.0,1.0
520072,Fares GHEDJEMIS,Forward,0.0,1.0,0.0
520217,Findlay CURTIS,Forward,0.0,2.0,0.0
520218,Kento SHIOGAI,Forward,0.0,1.0,0.0
522846,Ermin MAHMIC,Midfielder,2.0,3.0,0.6666666666666666
523097,Alexandr SOJKA,Midfielder,0.0,3.0,0.0
523215,Dominique SIMON,Midfielder,0.0,2.0,0.0
523236,AHMED QASEM,Forward,0.0,3.0,0.0
523288,Ayoube AMAIMOUNI,Forward,0.0,2.0,0.0
523333,ALA ALHAJJI,Midfielder,0.0,2.0,0.0
523354,Bara Sapoko NDIAYE,Midfielder,0.0,1.0,0.0
524320,Amine SBAI,Forward,0.0,1.0,0.0
